date,var_01,var_05,var,prob_negative,prob_tail,risk_score,confidence,raw_ok,sign_ok,order_ok,n_headlines
2023-01-04,2.68,1.65,2.68,0.48,0.12,45.0,0.72,True,True,True,0
2023-01-05,2.45,1.58,2.45,0.48,0.12,52.0,0.68,True,True,True,0
2023-01-06,2.42,1.58,2.42,0.48,0.09,38.0,0.72,True,True,True,0
2023-01-09,2.65,1.78,2.65,0.48,0.09,42.0,0.65,True,True,True,0
2023-01-10,2.65,1.78,2.65,0.48,0.12,42.0,0.72,True,True,True,0
2023-01-11,2.58,1.65,2.58,0.48,0.12,42.0,0.72,True,True,True,0
2023-01-12,2.45,1.62,2.45,0.48,0.08,38.0,0.72,True,True,True,0
2023-01-13,2.45,1.68,2.45,0.48,0.12,42.0,0.72,True,True,True,0
2023-01-17,2.38,1.52,2.38,0.48,0.12,42.0,0.68,True,True,True,0
2023-01-18,2.45,1.62,2.45,0.48,0.09,35.0,0.72,True,True,True,0
2023-01-19,2.45,1.68,2.45,0.42,0.08,48.0,0.72,True,True,True,0
2023-01-20,2.51,1.68,2.51,0.45,0.08,48.0,0.72,True,True,True,0
2023-01-23,2.45,1.48,2.45,0.42,0.08,35.0,0.72,True,True,True,0
2023-01-24,2.45,1.58,2.45,0.42,0.08,35.0,0.68,True,True,True,0
2023-01-25,2.18,1.35,2.18,0.48,0.12,35.0,0.72,True,True,True,0
2023-01-26,2.15,1.32,2.15,0.48,0.09,38.0,0.72,True,True,True,0
2023-01-27,2.18,1.45,2.18,0.48,0.12,42.0,0.72,True,True,True,0
2023-01-30,2.18,1.42,2.18,0.48,0.09,42.0,0.72,True,True,True,0
2023-01-31,2.18,1.35,2.18,0.42,0.08,38.0,0.72,True,True,True,0
2023-02-01,2.18,1.34,2.18,0.42,0.08,35.0,0.68,True,True,True,0
2023-02-02,2.18,1.35,2.18,0.42,0.08,35.0,0.68,True,True,True,0
2023-02-03,2.15,1.32,2.15,0.48,0.12,38.0,0.72,True,True,True,0
2023-02-06,2.38,1.52,2.38,0.48,0.12,42.0,0.68,True,True,True,0
2023-02-07,2.18,1.42,2.18,0.48,0.12,42.0,0.65,True,True,True,0
2023-02-08,2.38,1.42,2.38,0.48,0.08,42.0,0.62,True,True,True,0
2023-02-09,,,,,,,,False,False,False,0
2023-02-10,2.18,1.42,2.18,0.48,0.09,42.0,0.72,True,True,True,0
2023-02-13,2.18,1.42,2.18,0.48,0.12,42.0,0.68,True,True,True,0
2023-02-14,2.18,1.34,2.18,0.48,0.12,42.0,0.72,True,True,True,0
2023-02-15,2.18,1.32,2.18,0.48,0.12,42.0,0.65,True,True,True,0
2023-02-16,2.18,1.44,2.18,0.48,0.12,42.0,0.72,True,True,True,0
2023-02-17,2.18,1.42,2.18,0.48,0.12,42.0,0.72,True,True,True,0
2023-02-21,2.18,1.31,2.18,0.48,0.12,42.0,0.65,True,True,True,0
2023-02-22,2.18,1.32,2.18,0.48,0.1,42.0,0.72,True,True,True,0
2023-02-23,2.18,1.35,2.18,0.48,0.12,38.0,0.72,True,True,True,0
2023-02-24,2.18,1.42,2.18,0.48,0.12,42.0,0.72,True,True,True,0
2023-02-27,2.31,1.51,2.31,0.48,0.12,42.0,0.72,True,True,True,0
2023-02-28,2.18,1.42,2.18,0.48,0.12,42.0,0.72,True,True,True,0
2023-03-01,2.18,1.42,2.18,0.48,0.12,42.0,0.72,True,True,True,0
2023-03-02,2.12,1.34,2.12,0.48,0.1,42.0,0.72,True,True,True,0
2023-03-03,2.15,1.38,2.15,0.48,0.12,42.0,0.72,True,True,True,0
2023-03-06,2.18,1.34,2.18,0.48,0.12,42.0,0.72,True,True,True,0
2023-03-07,2.15,1.38,2.15,0.48,0.12,35.0,0.72,True,True,True,0
2023-03-08,2.18,1.32,2.18,0.48,0.12,42.0,0.72,True,True,True,0
2023-03-09,2.15,1.38,2.15,0.48,0.12,42.0,0.72,True,True,True,0
2023-03-10,2.14,1.31,2.14,0.48,0.08,42.0,0.72,True,True,True,0
2023-03-13,2.15,1.32,2.15,0.48,0.08,35.0,0.72,True,True,True,0
2023-03-14,2.18,1.52,2.18,0.48,0.12,52.0,0.72,True,True,True,0
2023-03-15,2.18,1.52,2.18,0.48,0.08,42.0,0.72,True,True,True,0
2023-03-16,2.18,1.42,2.18,0.48,0.12,42.0,0.68,True,True,True,0
2023-03-17,2.18,1.54,2.18,0.48,0.09,42.0,0.72,True,True,True,0
2023-03-20,2.28,1.55,2.28,0.48,0.08,42.0,0.72,True,True,True,0
2023-03-21,2.18,1.42,2.18,0.48,0.08,42.0,0.72,True,True,True,0
2023-03-22,2.18,1.42,2.18,0.48,0.12,58.0,0.72,True,True,True,0
2023-03-23,2.35,1.54,2.35,0.42,0.08,58.0,0.72,True,True,True,0
2023-03-24,2.45,1.58,2.45,0.48,0.12,52.0,0.68,True,True,True,0
2023-03-27,2.18,1.42,2.18,0.48,0.12,58.0,0.72,True,True,True,0
2023-03-28,2.45,1.58,2.45,0.48,0.12,58.0,0.72,True,True,True,0
2023-03-29,2.85,1.95,2.85,0.48,0.12,62.0,0.72,True,True,True,0
2023-03-30,2.85,1.95,2.85,0.48,0.12,58.0,0.72,True,True,True,0
2023-03-31,2.65,1.82,2.65,0.48,0.12,58.0,0.72,True,True,True,0
2023-04-03,2.31,1.47,2.31,0.48,0.07,58.0,0.72,True,True,True,0
2023-04-04,2.45,1.52,2.45,0.48,0.12,58.0,0.72,True,True,True,0
2023-04-05,2.45,1.58,2.45,0.48,0.12,48.0,0.72,True,True,True,0
2023-04-06,2.65,1.82,2.65,0.48,0.12,58.0,0.72,True,True,True,0
2023-04-10,2.85,1.92,2.85,0.48,0.12,58.0,0.72,True,True,True,0
2023-04-11,2.89,1.96,2.89,0.48,0.12,42.0,0.68,True,True,True,0
2023-04-12,2.65,1.82,2.65,0.48,0.12,58.0,0.72,True,True,True,0
2023-04-13,2.65,1.78,2.65,0.48,0.12,58.0,0.72,True,True,True,0
2023-04-14,2.85,1.95,2.85,0.48,0.12,58.0,0.72,True,True,True,0
2023-04-17,2.64,1.78,2.64,0.48,0.12,58.0,0.72,True,True,True,0
2023-04-18,2.51,1.89,2.51,0.48,0.12,62.0,0.72,True,True,True,0
2023-04-19,2.85,1.95,2.85,0.48,0.12,62.0,0.72,True,True,True,0
