date,var_01,var_05,var,prob_negative,prob_tail,risk_score,confidence,raw_ok,sign_ok,order_ok,n_headlines
2023-08-19,5.85,2.89,5.85,0.48,0.12,68.0,0.62,True,True,True,0
2023-08-20,4.82,2.31,4.82,0.52,0.12,58.0,0.65,True,True,True,0
2023-08-21,4.85,2.68,4.85,0.52,0.12,42.0,0.65,True,True,True,0
2023-08-22,5.82,2.87,5.82,0.52,0.13,68.0,0.64,True,True,True,0
2023-08-23,4.85,2.58,4.85,0.52,0.12,62.0,0.68,True,True,True,0
2023-08-24,4.82,2.89,4.82,0.52,0.15,68.0,0.72,True,True,True,0
2023-08-25,4.85,2.71,4.85,0.52,0.15,58.0,0.68,True,True,True,0
2023-08-26,4.85,2.89,4.85,0.48,0.12,42.0,0.65,True,True,True,0
2023-08-27,5.82,3.21,5.82,0.52,0.17,62.0,0.72,True,True,True,0
2023-08-28,7.82,3.21,7.82,0.52,0.12,68.0,0.65,True,True,True,0
2023-08-29,5.82,2.89,5.82,0.48,0.12,62.0,0.72,True,True,True,0
2023-08-30,5.84,2.91,5.84,0.52,0.13,58.0,0.62,True,True,True,0
2023-08-31,5.12,2.68,5.12,0.52,0.15,58.0,0.72,True,True,True,0
2023-09-01,6.85,3.22,6.85,0.52,0.12,62.0,0.68,True,True,True,0
2023-09-02,5.82,3.24,5.82,0.52,0.15,62.0,0.68,True,True,True,0
2023-09-03,6.85,3.22,6.85,0.52,0.18,62.0,0.64,True,True,True,0
2023-09-04,7.82,3.45,7.82,0.52,0.15,68.0,0.62,True,True,True,0
2023-09-05,5.82,3.21,5.82,0.52,0.12,62.0,0.68,True,True,True,0
2023-09-06,5.89,2.94,5.89,0.52,0.18,72.0,0.65,True,True,True,0
2023-09-07,5.82,2.95,5.82,0.52,0.15,62.0,0.68,True,True,True,0
2023-09-08,5.82,2.89,5.82,0.52,0.15,62.0,0.68,True,True,True,0
2023-09-09,5.82,2.91,5.82,0.52,0.15,68.0,0.62,True,True,True,0
2023-09-10,5.82,3.24,5.82,0.52,0.15,62.0,0.68,True,True,True,0
2023-09-11,5.82,2.91,5.82,0.48,0.12,62.0,0.72,True,True,True,0
2023-09-12,5.82,2.71,5.82,0.52,0.15,68.0,0.72,True,True,True,0
2023-09-13,5.85,2.94,5.85,0.52,0.15,68.0,0.62,True,True,True,0
2023-09-14,5.89,2.87,5.89,0.52,0.15,68.0,0.65,True,True,True,0
2023-09-15,5.82,2.91,5.82,0.52,0.18,62.0,0.65,True,True,True,0
2023-09-16,5.88,2.91,5.88,0.52,0.15,62.0,0.65,True,True,True,0
2023-09-17,5.87,2.45,5.87,0.48,0.12,58.0,0.62,True,True,True,0
2023-09-18,5.84,2.89,5.84,0.52,0.17,62.0,0.68,True,True,True,0
2023-09-19,5.12,2.89,5.12,0.52,0.18,68.0,0.68,True,True,True,0
2023-09-20,5.82,2.94,5.82,0.48,0.17,62.0,0.72,True,True,True,0
2023-09-21,5.89,2.87,5.89,0.48,0.12,62.0,0.68,True,True,True,0
2023-09-22,5.87,2.84,5.87,0.48,0.15,62.0,0.65,True,True,True,0
2023-09-23,5.82,2.45,5.82,0.48,0.18,72.0,0.62,True,True,True,0
2023-09-24,5.82,2.91,5.82,0.52,0.18,62.0,0.68,True,True,True,0
2023-09-25,4.82,2.31,4.82,0.52,0.17,62.0,0.65,True,True,True,0
2023-09-26,5.42,2.85,5.42,0.48,0.18,62.0,0.68,True,True,True,0
2023-09-27,5.82,2.85,5.82,0.48,0.17,62.0,0.72,True,True,True,0
2023-09-28,5.84,2.71,5.84,0.52,0.18,58.0,0.62,True,True,True,0
2023-09-29,5.82,2.89,5.82,0.48,0.18,62.0,0.72,True,True,True,0
2023-09-30,5.32,2.84,5.32,0.48,0.17,58.0,0.65,True,True,True,0
2023-10-01,5.84,2.51,5.84,0.52,0.15,62.0,0.68,True,True,True,0
2023-10-02,5.89,2.84,5.89,0.52,0.18,62.0,0.68,True,True,True,0
2023-10-03,5.82,2.89,5.82,0.48,0.18,62.0,0.72,True,True,True,0
2023-10-04,5.42,2.81,5.42,0.52,0.18,62.0,0.68,True,True,True,0
2023-10-05,4.82,2.31,4.82,0.48,0.15,62.0,0.72,True,True,True,0
2023-10-06,5.18,2.87,5.18,0.48,0.18,42.0,0.64,True,True,True,0
2023-10-07,6.82,3.45,6.82,0.48,0.15,62.0,0.68,True,True,True,0
2023-10-08,6.45,3.12,6.45,0.48,0.15,58.0,0.62,True,True,True,0
2023-10-09,5.82,2.94,5.82,0.48,0.15,62.0,0.65,True,True,True,0
2023-10-10,6.82,3.24,6.82,0.52,0.18,42.0,0.65,True,True,True,0
2023-10-11,6.82,2.89,6.82,0.48,0.15,62.0,0.68,True,True,True,0
