date,var_01,var_05,var,prob_negative,prob_tail,risk_score,confidence,raw_ok,sign_ok,order_ok,n_headlines
2023-01-04,2.52,1.46,2.52,0.99,0.99,85.0,0.99,True,True,True,5
2023-01-05,1.45,0.83,1.45,0.99,0.99,85.0,0.99,True,True,True,5
2023-01-06,2.52,1.45,2.52,0.99,0.99,85.0,0.99,True,True,True,5
2023-01-09,1.45,0.83,1.45,0.99,0.99,85.0,0.99,True,True,True,5
2023-01-10,1.56,0.83,1.56,0.99,0.99,85.0,0.99,True,True,True,5
2023-01-11,2.52,1.46,2.52,0.99,0.99,85.0,0.99,True,True,True,5
2023-01-12,1.46,0.83,1.46,0.99,0.99,85.0,0.99,True,True,True,5
2023-01-13,1.81,0.9,1.81,0.9,0.95,85.0,0.95,True,True,True,5
2023-01-17,1.81,0.83,1.81,0.99,0.99,85.0,0.99,True,True,True,5
2023-01-18,1.46,0.83,1.46,0.99,0.99,85.0,0.99,True,True,True,5
2023-01-19,1.57,0.83,1.57,0.99,0.99,85.0,0.99,True,True,True,5
2023-01-20,1.45,0.77,1.45,0.99,0.99,85.0,0.99,True,True,True,5
2023-01-23,1.81,0.9,1.81,0.9,0.9,80.0,0.95,True,True,True,5
2023-01-24,1.81,1.57,1.81,0.99,0.99,85.0,0.99,True,True,True,5
2023-01-25,2.52,1.46,2.52,0.99,0.99,85.0,0.99,True,True,True,5
2023-01-26,2.52,1.46,2.52,0.99,0.99,85.0,0.99,True,True,True,5
2023-01-27,2.52,1.46,2.52,0.99,0.99,85.0,0.99,True,True,True,5
2023-01-30,1.57,0.9,1.57,0.9,0.95,85.0,0.95,True,True,True,5
2023-01-31,2.52,1.06,2.52,0.99,0.99,85.0,0.99,True,True,True,5
2023-02-01,1.46,0.9,1.46,0.9,0.95,85.0,0.95,True,True,True,5
2023-02-02,1.46,0.9,1.46,0.9,0.9,80.0,0.95,True,True,True,5
2023-02-03,1.46,0.9,1.46,0.9,0.9,80.0,0.95,True,True,True,5
2023-02-06,1.46,0.9,1.46,0.99,0.99,85.0,0.99,True,True,True,5
2023-02-07,1.46,0.9,1.46,0.99,0.99,85.0,0.99,True,True,True,5
2023-02-08,1.46,0.9,1.46,0.99,0.99,85.0,0.99,True,True,True,5
2023-02-09,1.46,0.9,1.46,0.99,0.99,85.0,0.99,True,True,True,5
2023-02-10,1.46,0.9,1.46,0.99,0.99,85.0,0.99,True,True,True,5
2023-02-13,1.17,0.77,1.17,0.99,0.99,85.0,0.99,True,True,True,5
2023-02-14,1.11,0.77,1.11,0.99,0.99,85.0,0.99,True,True,True,5
2023-02-15,1.11,0.77,1.11,0.99,0.99,85.0,0.99,True,True,True,5
2023-02-16,1.11,0.77,1.11,0.99,0.99,85.0,0.99,True,True,True,5
2023-02-17,1.46,0.9,1.46,0.95,0.99,85.0,0.9,True,True,True,5
2023-02-21,1.46,0.9,1.46,0.9,0.95,85.0,0.95,True,True,True,5
2023-02-22,1.46,0.9,1.46,0.9,0.95,85.0,0.95,True,True,True,5
2023-02-23,1.46,0.77,1.46,0.99,0.99,85.0,0.99,True,True,True,5
2023-02-24,1.57,0.77,1.57,0.99,0.99,85.0,0.99,True,True,True,5
2023-02-27,1.31,0.77,1.31,0.98,0.99,85.0,0.95,True,True,True,5
2023-02-28,1.57,0.77,1.57,0.99,0.99,85.0,0.99,True,True,True,5
2023-03-01,1.81,0.74,1.81,0.99,0.99,85.0,0.99,True,True,True,5
2023-03-02,1.81,0.74,1.81,0.99,0.99,85.0,0.99,True,True,True,5
2023-03-03,1.39,0.77,1.39,0.99,0.99,85.0,0.99,True,True,True,5
2023-03-06,1.39,0.77,1.39,0.99,0.99,85.0,0.99,True,True,True,5
2023-03-07,1.39,0.89,1.39,0.99,0.99,85.0,0.99,True,True,True,5
2023-03-08,1.54,0.9,1.54,0.99,0.99,85.0,0.99,True,True,True,5
2023-03-09,1.54,0.77,1.54,0.99,0.99,85.0,0.99,True,True,True,5
2023-03-10,1.86,1.17,1.86,0.99,0.99,85.0,0.99,True,True,True,5
2023-03-13,1.86,1.46,1.86,0.99,0.99,85.0,0.99,True,True,True,5
2023-03-14,1.86,1.46,1.86,0.99,0.99,85.0,0.99,True,True,True,5
2023-03-15,1.86,1.46,1.86,0.99,0.99,85.0,0.99,True,True,True,3
2023-03-16,1.54,1.11,1.54,0.99,0.99,85.0,0.99,True,True,True,5
2023-03-17,1.54,0.89,1.54,0.99,0.99,95.0,0.99,True,True,True,5
2023-03-20,1.86,1.46,1.86,0.99,0.99,85.0,0.99,True,True,True,5
2023-03-21,1.86,1.46,1.86,0.99,0.99,85.0,0.99,True,True,True,5
